"Airport Report",,,,,,,,,,,
,,,,,,,,,,,
"Code","Name","City","State","State Name"," Latitude "," Longitude ","Country","Country Name","Global Region","WAC","Notes"
"MIM","Merimbula ","Merimbula","NS","New South Wales",-36.91,149.92,"AU","Australia","Australasia",802,
"MIN","Minnipa ","Minnipa","SA","South Australia",-32.83,135.13,"AU","Australia","Australasia",802,
"MIO","Miami Municipal ","Miami","OK","Oklahoma",36.91,-94.89,"US","United States","North America",73,
"MIP","Mitspeh Ramon Airport","Mitspeh Ramon","  "," ",30.60,34.80,"IL","Israel","Middle East",636,
"MIQ","Millard","Omaha","NE","Nebraska",41.20,-96.11,"US","United States","North America",65,
"MIR","Skanes","Monastir","  "," ",35.76,10.75,"TN","Tunisia","Africa",588,
"MIS","Misima Island ","Misima","  "," ",-10.69,152.84,"PG","Papua New Guinea","Australasia",804,
"MIT","Kern County Airport ","Shafter","CA","California",35.50,-119.27,"US","United States","North America",91,
"MIU","Maiduguri ","Maiduguri","  "," ",11.84,13.07,"NG","Nigeria","Africa",555,
"MIV","Millville Airport","Millville","NJ","New Jersey",39.40,-75.03,"US","United States","North America",21,
"MIW","Marshalltown Municipal Airport","Marshalltown","IA","Iowa",42.17,-92.92,"US","United States","North America",61,
"MIX","Miriti Pirana ","Miriti","  "," ",-1.18,-70.03,"CO","Colombia","South America",327,
"MIY","Mittiebah","Mittiebah","NT","Northern Territory",-18.88,137.07,"AU","Australia","Australasia",802,
"MIZ","Mainoru ","Mainoru","NT","Northern Territory",-14.05,134.09,"AU","Australia","Australasia",802,
"MJA","Manja ","Manja","  "," ",-21.42,44.31,"MG","Madagascar","Africa",541,
"MJB","Mejit Island","Megit Island","  "," ",10.28,170.88,"MH","Marshall Islands","Australasia",844,
"MJC","Man ","Man","  "," ",7.38,-7.53,"CI","Ivory Coast (Cote d'Ivoire)","Africa",533,
"MJD","Mohenjodaro ","Mohenjo Daro","  "," ",27.34,68.14,"PK","Pakistan","Asia",764,
"MJE","Majkin Airport","Majkin","  "," ",7.83,168.17,"MH","Marshall Islands","Australasia",844,
"MJF","Mosjoen ","Mosjoen","  "," ",65.78,13.22,"NO","Norway","Europe",465,
"MJG","Mayajigua Airport","Mayajigua","  "," ",21.76,-79.00,"CU","Cuba","Caribbean",219,
"MJH","Majma Airport","Majma","  "," ",25.83,45.37,"SA","Saudi Arabia","Middle East",670,
"MJI","Mitiga, Tripoli Airport","Mitiga, Tripoli","  "," ",32.89,13.28,"LY","Libya","Africa",538,
"MJJ","Moki","Moki","  "," ",-5.70,145.25,"PG","Papua New Guinea","Australasia",804,
"MJK","Shark Bay ","Monkey Mia","WA","Western Australia",-25.88,113.58,"AU","Australia","Australasia",802,
"MJL","Mouila","Mouila","  "," ",-1.82,10.92,"GA","Gabon","Africa",526,
"MJM","Mbuji Mayi","Mbuji Mayi","  "," ",-6.12,23.57,"CD","Democratic Republic of the Congo","Africa",517,
"MJN","Amborovy","Majunga","  "," ",-15.67,46.35,"MG","Madagascar","Africa",541,
"MJO","Mount Etjo Lodge Airport","Mount Etjo Lodge","  "," ",-21.02,16.47,"NA","Namibia","Africa",575,
"MJP","Manjimup Airport","Manjimup","WA","Western Australia",-34.23,116.10,"AU","Australia","Australasia",802,
"MJQ","Jackson Airport","Jackson","MN","Minnesota",43.62,-95.02,"US","United States","North America",63,
"MJR","Miramar Airport","Miramar","BA","Buenos Aires",-38.25,-57.83,"AR","Argentina","South America",303,
"MJS","Maganja Da Costa","Maganja Da Costa","  "," ",-25.35,32.22,"MZ","Mozambique","Africa",550,
"MJT","Mytilene","Mytilene","  "," ",39.06,26.60,"GR","Greece","Europe",433,
"MJU","Mamuju Airport","Mamuju","  "," ",-2.50,118.83,"ID","Indonesia","Asia",732,
"MJV","San Javier","Murcia","  "," ",37.77,-0.81,"ES","Spain","Europe",482,
"MJW","Mahenye Airfield","Mahenye","  "," ",-21.23,32.33,"ZW","Zimbabwe","Africa",565,
"MJX","Robert J. Miller Airport","Toms River","NJ","New Jersey",39.97,-74.20,"US","United States","North America",21,
"MJY","Mangunjaya","Mangunjaya","  "," ",-2.73,103.57,"ID","Indonesia","Asia",732,
"MJZ","Mirny","Mirny","FF","Far East Federal District",62.53,114.03,"RU","Russian Federation","Asia",475,
"MKA","Marianske Lazne Airport","Marianske Lazne","  "," ",49.98,12.72,"CZ","Czech Republic","Europe",418,
"MKB","Mekambo Airport","Mekambo","  "," ",1.05,13.83,"GA","Gabon","Africa",526,
"MKC","Kansas City Downtown","Kansas City","MO","Missouri",39.12,-94.59,"US","United States","North America",64,
"MKD","Chagni Airport","Chagni","  "," ",11.03,36.47,"ET","Ethiopia","Africa",522,
"MKE","General Mitchell Fld","Milwaukee","WI","Wisconsin",42.95,-87.90,"US","United States","North America",45,
"MKF","McKenna Army Air Field","Columbus","GA","Georgia",32.47,-84.98,"US","United States","North America",34,
"MKG","Muskegon County ","Muskegon","MI","Michigan",43.17,-86.24,"US","United States","North America",43,
"MKH","Mokhotlong Airport","Mokhotlong","  "," ",-29.17,29.17,"LS","Lesotho","Africa",536,
"MKI","Mboki","Obo","  "," ",5.32,25.95,"CF","Central African Republic","Africa",509,"city name changed from Mboki to Obo in Jan-11"
"MKJ","Makoua Airport","Makoua","  "," ",-0.02,15.58,"CG","Congo","Africa",515,
"MKK","Molokai","Molokai/Hoolehua","HI","Hawaii",21.16,-157.10,"US","United States","North America",2,
"MKL","Mckellar Field","Jackson","TN","Tennessee",35.60,-88.92,"US","United States","North America",54,
"MKM","Mukah","Mukah, Sarawak","  "," ",2.91,112.08,"MY","Malaysia","Asia",749,
"MKN","Malekolon ","Malekolon","  "," ",-4.02,153.68,"PG","Papua New Guinea","Australasia",804,
"MKO","Davis Field","Muskogee","OK","Oklahoma",35.66,-95.37,"US","United States","North America",73,
"MKP","Makemo","Makemo","  "," ",-16.58,-143.67,"PF","French Polynesia","Australasia",823,
"MKQ","Merauke ","Merauke","  "," ",-8.52,140.50,"ID","Indonesia","Asia",732,
"MKR","Meekatharra ","Meekatharra","WA","Western Australia",-26.61,118.55,"AU","Australia","Australasia",802,
"MKS","Mekane Selam","Mekane Selam","  "," ",11.68,38.15,"ET","Ethiopia","Africa",522,
"MKT","Mankato Municipal ","Mankato","MN","Minnesota",44.22,-93.92,"US","United States","North America",63,
"MKU","Makokou ","Makokou","  "," ",0.56,12.86,"GA","Gabon","Africa",526,
"MKV","Mt. Cavenagh Airport","Mount Cavenagh","NT","Northern Territory",-25.97,133.25,"AU","Australia","Australasia",802,
"MKW","Rendani ","Manokwari","  "," ",-0.88,134.05,"ID","Indonesia","Asia",732,
"MKX","Mukalla Airport ","Mukalla","  "," ",14.53,49.13,"YE","Yemen","Middle East",694,
"MKY","Mackay","Mackay","QL","Queensland",-21.17,149.18,"AU","Australia","Australasia",802,
"MKZ","Batu Berendum ","Malacca","  "," ",2.26,102.25,"MY","Malaysia","Asia",749,
"MLA","Luqa","Malta","  "," ",35.84,14.55,"MT","Malta","Europe",456,
"MLB","Cape Kennedy","Melbourne","FL","Florida",28.10,-80.64,"US","United States","North America",33,
"MLC","Mc Alester Airport","Mc Alester","OK","Oklahoma",34.88,-95.79,"US","United States","North America",73,
"MLD","Malad City Airport","Malad City","ID","Idaho",42.20,-112.45,"US","United States","North America",83,
"MLE","Male International","Male","  "," ",4.20,73.52,"MV","Maldives","Asia",750,
"MLF","Milford Airport","Milford","UT","Utah",38.43,-113.02,"US","United States","North America",87,
"MLG","Abdul Rachman Saleh ","Malang","  "," ",-7.93,112.71,"ID","Indonesia","Asia",732,
"MLH","Euroairport","Mulhouse/Basel","  "," ",47.59,7.53,"FR","France","Europe",427,
"MLI","Quad-City ","Moline","IL","Illinois",41.45,-90.51,"US","United States","North America",41,
"MLJ","Baldwin County Airport","Milledgeville","GA","Georgia",33.08,-83.23,"US","United States","North America",34,
"MLK","Malta","Malta","MT","Montana",48.37,-107.92,"US","United States","North America",84,
"MLL","Marshall","Marshall","AK","Alaska",61.87,-162.07,"US","United States","North America",1,
"MLM","Morelia ","Morelia","  "," ",19.73,-101.22,"MX","Mexico","North America",148,
"MLN","Melilla ","Melilla","  "," ",35.28,-2.96,"ES","Spain","Europe",482,
"MLO","Milos ","Milos","  "," ",36.70,24.48,"GR","Greece","Europe",433,
"MLP","Malabang","Malabang","  "," ",7.62,124.06,"PH","Philippines","Asia",766,
"MLQ","Malalaua","Malalaua","  "," ",-8.07,146.15,"PG","Papua New Guinea","Australasia",804,
"MLR","Millicent ","Millicent","SA","South Australia",-37.63,140.58,"AU","Australia","Australasia",802,
"MLS","Miles City Municipal","Miles City","MT","Montana",46.43,-105.88,"US","United States","North America",84,
"MLT","Millenocket ","Millinocket","ME","Maine",45.65,-68.69,"US","United States","North America",12,
"MLU","Monroe Municipal","Monroe","LA","Louisiana",32.51,-92.04,"US","United States","North America",72,
"MLV","Merluna ","Merluna","QL","Queensland",-13.07,142.45,"AU","Australia","Australasia",802,
"MLW","Sprigg Payne","Monrovia","  "," ",6.29,-10.76,"LR","Liberia","Africa",537,
"MLX","Malatya ","Malatya","  "," ",38.35,38.25,"TR","Turkey","Europe",679,
"MLY","Manley Hot Springs","Manley Hot Spgs.","AK","Alaska",65.00,-150.64,"US","United States","North America",1,
"MLZ","Melo Airport","Melo","  "," ",-32.33,-54.20,"UY","Uruguay","South America",385,
"MMA","Metropolitan Area","Malmo-Metro","  "," ",55.57,13.19,"SE","Sweden","Europe",484,
"MMB","Memanbetsu","Memanbetsu","  "," ",43.90,144.17,"JP","Japan","Asia",736,
"MMC","Ciudad Mante Airport","Ciudad Mante","  "," ",22.83,-99.00,"MX","Mexico","North America",148,
"MMD","Maridor ","Minami Daito Jima","  "," ",25.84,131.25,"JP","Japan","Asia",736,
"MME","Teesside Intl ","Teesside","EN","England",54.51,-1.42,"GB","United Kingdom","Europe",493,
"MMF","Mamfe Airport ","Mamfe","  "," ",5.72,9.30,"CM","Cameroon","Africa",504,
"MMG","Mount Magnet","Mount Magnet","WA","Western Australia",-28.08,117.85,"AU","Australia","Australasia",802,
"MMH","Mammoth Yosemite Airport","Mammoth Lakes","CA","California",37.63,-118.85,"US","United States","North America",91,"MMH changed names from Mammoth Lakes Airport to Mammoth Yosemite Airport in Jul-10"
"MMI","Athens","Athens","TN","Tennessee",35.45,-84.60,"US","United States","North America",54,
"MMJ","Matsumoto ","Matsumoto","  "," ",36.28,138.00,"JP","Japan","Asia",736,
"MMK","Murmansk","Murmansk","NF","Northwestern Federal District",64.62,33.35,"RU","Russian Federation","Europe",475,
"MML","Ryan Field","Marshall","MN","Minnesota",44.45,-95.82,"US","United States","North America",63,
"MMM","Middlemount Airport","Middlemount","QL","Queensland",-22.80,148.70,"AU","Australia","Australasia",802,
"MMN","Minute Man Airfield","Stow","MA","Massachusetts",42.43,-71.50,"US","United States","North America",13,
"MMO","Maio Island Airport","Maio Island","  "," ",15.25,-23.17,"CV","Cape Verde","Africa",507,"city name changed from Maio to Maio Island in Jan-11"
"MMP","Mompos","Mompos","  "," ",9.26,-74.44,"CO","Colombia","South America",327,
"MMQ","Mbala Airport","Mbala","  "," ",-8.86,31.34,"ZM","Zambia","Africa",597,
"MMR","Camp Maybry Army Heliport","Austin","TX","Texas",30.28,-97.75,"US","United States","North America",74,
"MMS","Selfs Airport","Marks","MS","Mississippi",34.27,-90.27,"US","United States","North America",53,
"MMT","Mc Entire Angb","Columbia","SC","South Carolina",33.92,-80.80,"US","United States","North America",37,
"MMU","Morristown Municipal","Morristown","NJ","New Jersey",40.80,-74.42,"US","United States","North America",21,
"MMV","Mal","Mal","  "," ",-3.00,145.00,"PG","Papua New Guinea","Australasia",804,
"MMW","Moma Airport","Moma","  "," ",-16.78,39.07,"MZ","Mozambique","Africa",550,
"MMX","Sturup","Malmo-Sturup","  "," ",55.53,13.37,"SE","Sweden","Europe",484,
"MMY","Hirara","Miyako Jima","  "," ",24.78,125.30,"JP","Japan","Asia",736,
"MMZ","Maimana Airport ","Maimana","  "," ",35.92,64.73,"AF","Afghanistan","Asia",701,
"MNA","Melangguane ","Melanguane","  "," ",4.01,126.68,"ID","Indonesia","Asia",732,
"MNB","Moanda","Moanda","  "," ",-5.93,12.35,"CD","Democratic Republic of the Congo","Africa",517,
"MNC","Nacala","Nacala","  "," ",-14.48,40.71,"MZ","Mozambique","Africa",550,
"MND","Medina","Medina","  "," ",4.52,-73.28,"CO","Colombia","South America",327,
"MNE","Mungeranie","Mungeranie","SA","South Australia",-28.02,138.67,"AU","Australia","Australasia",802,
"MNF","Mana Island ","Mana Island","  "," ",-17.66,177.12,"FJ","Fiji","Australasia",821,
"MNG","Maningrida","Maningrida","NT","Northern Territory",-12.06,134.23,"AU","Australia","Australasia",802,
"MNH","Minneriya Airport","Minneriya","  "," ",7.75,83.00,"LK","Sri Lanka","Asia",711,
"MNI","Bramble Airport ","Montserrat","  "," ",16.75,-62.23,"MS","Montserrat","Caribbean",256,
"MNJ","Mananjary ","Mananjary","  "," ",-21.20,48.37,"MG","Madagascar","Africa",541,
"MNK","Maiana","Maiana","  "," ",0.03,173.00,"KI","Kiribati","Australasia",824,
"MNL","Ninoy Aquino Intl ","Manila","  "," ",14.51,121.02,"PH","Philippines","Asia",766,
"MNM","Menominee Airport","Menominee","MI","Michigan",45.12,-87.64,"US","United States","North America",43,
"MNN","Marion Municipal Airport","Marion","OH","Ohio",40.58,-83.13,"US","United States","North America",44,
"MNO","Manono Airport","Manono","  "," ",-7.29,27.39,"CD","Democratic Republic of the Congo","Africa",517,
"MNP","Maron","Maron","  "," ",-1.55,145.03,"PG","Papua New Guinea","Australasia",804,
"MNQ","Monto Airport","Monto","QL","Queensland",-24.88,151.10,"AU","Australia","Australasia",802,
"MNR","Mongu ","Mongu","  "," ",-15.23,23.16,"ZM","Zambia","Africa",597,
"MNS","Mansa ","Mansa","  "," ",-11.13,28.87,"ZM","Zambia","Africa",597,
"MNT","Minto ","Minto","AK","Alaska",64.90,-149.17,"US","United States","North America",1,
"MNU","Maulmyine ","Maulmyine","  "," ",16.44,97.67,"MM","Myanmar","Asia",706,
"MNV","Mountain Valley Airport","Mountain Valley","NT","Northern Territory",-14.12,133.83,"AU","Australia","Australasia",802,
"MNW","Macdonald Downs Airport","Macdonald Downs","NT","Northern Territory",-22.45,135.22,"AU","Australia","Australasia",802,
"MNX","Manicore","Manicore","AM","Amazonas",-5.82,-61.28,"BR","Brazil","South America",316,
"MNY","Mono Is.","Mono Is.","  "," ",-7.35,155.50,"SB","Solomon Islands","Australasia",874,
"MNZ","Manassas Municipal","Manassas","VA","Virginia",38.72,-77.52,"US","United States","North America",38,
"MOA","Orestes Acosta","Moa","  "," ",20.50,-74.88,"CU","Cuba","Caribbean",219,
"MOB","Mobile Municipal","Mobile","AL","Alabama",30.69,-88.24,"US","United States","North America",51,
"MOC","Montes Claros ","Montes Claros","MG","Minas Gerais",-16.71,-43.82,"BR","Brazil","South America",316,
"MOD","Modesto Municipal ","Modesto","CA","California",37.63,-120.96,"US","United States","North America",91,
"MOE","Momeik Airport","Momeik","  "," ",23.10,96.65,"MM","Myanmar","Asia",706,
"MOF","Maumere ","Maumere","  "," ",-8.63,122.25,"ID","Indonesia","Asia",732,
"MOG","Monghsat","Monghsat","  "," ",20.52,99.26,"MM","Myanmar","Asia",706,
"MOH","Mohanbari Airport","Mohanbari","  "," ",27.48,95.02,"IN","India","Asia",733,
"MOI","Mitiaro, Cook Island","Mitiaro, Cook Island","  "," ",-19.82,-157.72,"CK","Cook Islands","Australasia",813,
"MOJ","Moengo Airport","Moengo","  "," ",5.75,-54.33,"SR","Suriname","South America",379,
"MOK","Mankono Airport","Mankono","  "," ",8.02,-6.15,"CI","Ivory Coast (Cote d'Ivoire)","Africa",533,
"MOL","Aaro","Molde","  "," ",62.75,7.27,"NO","Norway","Europe",465,
"MOM","Moudjeria Ledfotar","Moudjeria","  "," ",17.75,-12.50,"MR","Mauritania","Africa",545,
"MON","Mount Cook","Mount Cook","  "," ",-43.77,170.14,"NZ","New Zealand","Australasia",851,
"MOO","Moomba","Moomba","SA","South Australia",-28.13,140.23,"AU","Australia","Australasia",802,
"MOP","Mount Pleasant Muni ","Mt. Pleasant","MI","Michigan",43.62,-84.73,"US","United States","North America",43,
"MOQ","Morondava ","Morondava","  "," ",-20.28,44.32,"MG","Madagascar","Africa",541,
"MOR","Moore/Murrell ","Morristown","TN","Tennessee",36.18,-83.37,"US","United States","North America",54,
"MOS","Moses Point Intermed","Moses Point","AK","Alaska",64.70,-162.04,"US","United States","North America",1,
"MOT","Minot International ","Minot","ND","North Dakota",48.26,-101.28,"US","United States","North America",66,
"MOU","Mountain Village","Mountain Village","AK","Alaska",62.09,-163.72,"US","United States","North America",1,
"MOV","Moranbah","Moranbah","QL","Queensland",-22.07,148.08,"AU","Australia","Australasia",802,
"MOW","Metropolitan Area","Moscow-Metro","CF","Central Federal District",55.66,37.52,"RU","Russian Federation","Europe",475,
"MOX","Municipal ","Morris","MN","Minnesota",45.57,-93.97,"US","United States","North America",63,
"MOY","Monterrey Airport","Monterrey","  "," ",4.88,-72.90,"CO","Colombia","South America",327,
"MOZ","Temae ","Moorea","  "," ",-17.48,-149.77,"PF","French Polynesia","Australasia",823,
"MPA","Mpacha","Mpacha","  "," ",-17.50,24.27,"NA","Namibia","Africa",575,
"MPB","Miami Spb","Miami","FL","Florida",25.61,-80.48,"US","United States","North America",33,
"MPC","Muko-Muko Airport","Muko-Muko","  "," ",-2.55,101.10,"ID","Indonesia","Asia",732,
"MPD","Mirpur Khas Airport","Mirpur Khas","  "," ",25.65,69.03,"PK","Pakistan","Asia",764,
"MPE","Madison ","Madison","CT","Connecticut",41.28,-72.60,"US","United States","North America",11,
"MPF","Mapoda Airport","Mapoda","  "," ",-7.97,143.17,"PG","Papua New Guinea","Australasia",804,
"MPG","Makini Airport","Makini","  "," ",-6.53,147.72,"PG","Papua New Guinea","Australasia",804,
"MPH","Caticlan","Caticlan","  "," ",11.92,121.95,"PH","Philippines","Asia",766,
"MPI","Mamitupo Airport","Mamitupo","  "," ",9.17,-77.97,"PA","Panama","Central America",162,
"MPJ","Petit Jean Park Airport","Morrilton","AR","Arkansas",35.15,-92.73,"US","United States","North America",71,
"MPK","Mokpo ","Mokpo","  "," ",34.76,126.39,"KR","South Korea","Asia",778,
"MPL","Frejorgues","Montpellier","  "," ",43.58,3.97,"FR","France","Europe",427,
"MPM","Maputo Intl ","Maputo","  "," ",-25.92,32.57,"MZ","Mozambique","Africa",550,
"MPN","Mount Pleasant","Mount Pleasant","  "," ",-51.82,-58.44,"FK","Falkland Islands","South America",340,
"MPO","Mount Pocono Airport","Mount Pocono","PA","Pennsylvania",41.13,-75.37,"US","United States","North America",23,
"MPP","Malatupo Airport","Malatupo","  "," ",8.93,-77.73,"PA","Panama","Central America",162,
"MPQ","Maan Airport","Maan","  "," ",30.17,35.77,"JO","Jordan","Middle East",639,
"MPR","McPherson Airport","McPherson","KS","Kansas",38.37,-97.68,"US","United States","North America",62,
"MPS","Mount Pleasant","Mount Pleasant","TX","Texas",33.13,-94.98,"US","United States","North America",74,
"MPT","Maliana Airport","Maliana","  "," ",-8.07,125.25,"TL","East Timor","Australasia",862,
"MPU","Mapua ","Mapua","  "," ",-2.92,151.42,"PG","Papua New Guinea","Australasia",804,
"MPV","Edward F Knapp State Airport","Montpelier","VT","Vermont",44.20,-72.57,"US","United States","North America",16,
"MPW","Mariupol","Mariupol","  "," ",47.10,37.55,"UA","Ukraine","Europe",488,
